categoryKey	familyId	effectType	familyParameters	familyStringArrayValues	sampleId	sampleLabel	sampleDescription	sampleValue	sampleParameters	sampleStatScale	sampleEffects	magnitude	selection	expectedEffectSummary	expectedStatusEffectId	expectedNotes	expectedStatus
job	master.jester.confusion	multi			65204	[マスター:道化師] 混乱 敵行動シャッフル+敵攻撃-5%	敵の行動順をシャッフルする。敵の物理攻撃力が5%減少する。				actionOrderShuffleEnemy / statDebuff{stat=physicalAttackScore;target=enemy} value{valuePercent=-5}	5	min	effectType=actionOrderShuffleEnemy;target=enemy;result.shuffleActionOrder=true / effectType=statDebuff;param.stat=physicalAttackScore;param.target=enemy;value.valuePercent=-5			manual
job	master.jester.finale	multi			65205	[マスター:道化師] 大舞台 シャッフル+先制+味方攻撃+10%	味方の行動順をシャッフルする。自分が先制行動する。物理攻撃で与えるダメージが10%増加する。				actionOrderShuffle / firstStrike / damageDealtPercent{damageType=physical;target=party} value{valuePercent=10}	10	min	effectType=actionOrderShuffle;target=party;result.shuffleActionOrder=true / effectType=firstStrike;target=self;result.firstStrike=true / effectType=damageDealtPercent;param.damageType=physical;param.target=party;value.valuePercent=10			manual
job	master.priest.protect	damageTakenPercent	damageType=magical;target=party		65213	[マスター:僧侶] 保護 味方魔法被ダメ-14%	魔法攻撃で受けるダメージが14%軽減する	valuePercent=-14				14	min	effectType=damageTakenPercent;param.damageType=magical;value.valuePercent=-14			auto
job	master.priest.blessing	damageDealtPercent	damageType=magical;target=party		65214	[マスター:僧侶] 祝福 味方魔法+18%	魔法攻撃で与えるダメージが18%増加する	valuePercent=18				18	min	effectType=damageDealtPercent;param.damageType=magical;value.valuePercent=18			auto
job	master.priest.rescue	resurrectionSave			65215	[マスター:僧侶] 救出	味方が戦闘不能になった時、HP1%で救出する	guaranteed=1;minLevel=1;usesPriestMagic=1				1	min	effectType=resurrectionSave;value.minLevel=1;value.usesPriestMagic=1;value.guaranteed=1		resurrection-default	standard
job	master.mage.amplify	spellPowerPercent			65223	[マスター:魔法使い] 増幅 魔法威力+18%	魔法威力が18%増加する	valuePercent=18				18	min	effectType=spellPowerPercent;value.valuePercent=18			auto
job	master.mage.absorb	multi			65224	[マスター:魔法使い] 吸収 魔法の使用回数回復10%+魔法の使用回数回復5%	魔法使用時10%の確率で魔法の使用回数が回復する。魔法使用時5%の確率で魔法の使用回数が回復する。				spellChargeRecoveryChance value{chancePercent=10} / spellChargeRecoveryChance value{chancePercent=5}	10	min	effectType=spellChargeRecoveryChance;value.chancePercent=10 / effectType=spellChargeRecoveryChance;value.chancePercent=5			manual
job	master.mage.destroy	multi			65225	[マスター:魔法使い] 破壊 敵魔防-18%+魔法攻撃+10%	敵の魔法防御力が18%減少する。魔法攻撃で与えるダメージが10%増加する。				statDebuff{stat=magicalDefenseScore;target=enemy} value{valuePercent=-18} / damageDealtPercent{damageType=magical} value{valuePercent=10}	18	min	effectType=statDebuff;param.stat=magicalDefenseScore;param.target=enemy;value.valuePercent=-18 / effectType=damageDealtPercent;param.damageType=magical;value.valuePercent=10			manual
job	master.hunter.precision	criticalChancePercentAdditive			65233	[マスター:狩人] 精密 必殺率+15	必殺率が15増加する	additive=15				15	min	effectType=criticalChancePercentAdditive;value.points=15			auto
job	master.hunter.pierce	additionalDamageScoreAdditive			65234	[マスター:狩人] 貫通 防御無視18%	防御無視ダメージが18%増加する	additive=18				18	min	effectType=additionalDamageScoreAdditive;value.additive=18			auto
job	master.hunter.volley	attackCountAdditive			65235	[マスター:狩人] 一斉射撃 攻撃回数+2	攻撃回数が2回増加する	additive=2				2	min	effectType=attackCountAdditive;value.additive=2			auto
job	master.monk.meditate	statMultiplier	stat=magicalHealingScore		65243	[マスター:修道者] 瞑想 魔法回復+22%	magicalHealingScoreが1.22倍になる	multiplier=1.22				0.22	min	effectType=statMultiplier;param.stat=magicalHealingScore;value.multiplier=1.22			manual
job	master.monk.ward	statusResistancePercent	statusType=all		65244	[マスター:修道者] 加護 状態異常耐性+28%	all耐性が28%増加する	valuePercent=28				28	min	effectType=statusResistancePercent;param.status=all;value.valuePercent=28			auto
job	master.monk.enlighten	damageTakenPercent	damageType=all		65245	[マスター:修道者] 悟り 全被ダメ-15%	物理攻撃で受けるダメージが15%軽減する	valuePercent=-15				15	min	effectType=damageTakenPercent;param.damageType=all;value.valuePercent=-15			auto
job	master.samurai.iai	procRate	stacking=add;target=firstStrike		65253	[マスター:侍] 居合 先制攻撃+18%	firstStrikeの発動率が18%増加する	addPercent=18				18	min	effectType=procRate;param.stacking=add;param.target=firstStrike;value.addPercent=18			auto
job	master.samurai.slash	damageDealtPercent	damageType=physical		65254	[マスター:侍] 斬撃 物理攻撃+22%	物理攻撃で与えるダメージが22%増加する	valuePercent=22				22	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=22			auto
job	master.samurai.spirit	multi			65255	[マスター:侍] 剣気 必殺率+25+必殺威力+15%	必殺率が25増加する。必殺攻撃のダメージが15%増加する。				criticalChancePercentAdditive value{additive=25} / criticalDamagePercent value{valuePercent=15}	25	min	effectType=criticalChancePercentAdditive;value.additive=25 / effectType=criticalDamagePercent;value.valuePercent=15			manual
job	master.blademaster.technique	attackCountAdditive			65263	[マスター:剣聖] 剣技 攻撃回数+2	攻撃回数が2回増加する	additive=2				2	min	effectType=attackCountAdditive;value.additive=2			auto
job	master.blademaster.master	reaction	action=counterAttack;damageType=physical;target=attacker;trigger=selfEvadePhysical		65264	[マスター:剣聖] 回避反撃80%	物理攻撃を回避した時、80%の確率で物理反撃をする	baseChancePercent=80				80	min	effectType=reaction;param.action=counterAttack;param.damageType=physical;param.target=attacker;param.trigger=selfEvadePhysical;value.chancePercent=80		reaction-default	standard
job	master.blademaster.peerless	damageDealtPercent	damageType=physical		65265	[マスター:剣聖] 無双 物理攻撃+35%	物理攻撃で与えるダメージが35%増加する	valuePercent=35				35	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=35			auto
job	master.spellblade.magicSword	damageDealtPercent	damageType=magical		65273	[マスター:秘法剣士] 魔剣 魔法攻撃+15%	魔法攻撃で与えるダメージが15%増加する	valuePercent=15				15	min	effectType=damageDealtPercent;param.damageType=magical;value.valuePercent=15			auto
job	master.spellblade.bladeMagic	damageDealtPercent	damageType=physical		65274	[マスター:秘法剣士] 術剣 物理攻撃+15%	物理攻撃で与えるダメージが15%増加する	valuePercent=15				15	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=15			auto
job	master.spellblade.fusion	damageDealtPercent	damageType=all		65275	[マスター:秘法剣士] 融合 全攻撃+18%	物理攻撃で与えるダメージが18%増加する	valuePercent=18				18	min	effectType=damageDealtPercent;param.damageType=all;value.valuePercent=18			auto
job	master.sage.knowledge	spellPowerPercent			65283	[マスター:賢者] 知識 魔法威力+15%	魔法威力が15%増加する	valuePercent=15				15	min	effectType=spellPowerPercent;value.valuePercent=15			auto
job	master.sage.wisdom	spellPowerPercent			65284	[マスター:賢者] 叡智 全魔法+18%	魔法威力が18%増加する	valuePercent=18				18	min	effectType=spellPowerPercent;value.valuePercent=18			auto
job	master.sage.versatile	statMultiplier	stat=all		65285	[マスター:賢者] 万能 全ステ+10%	allが1.1倍になる	multiplier=1.1				0.1	min	effectType=statMultiplier;param.stat=all;value.multiplier=1.1			auto
job	master.ninja.stealth	explorationTimeMultiplier			65293	[マスター:忍者] 隠密 探索時間-18%	探索時間が17%短縮する	multiplier=0.82				0.18	min	effectType=explorationTimeMultiplier;value.multiplier=0.82			auto
job	master.ninja.shadowClone	reaction	action=counterAttack;damageType=physical;target=attacker;trigger=selfEvadePhysical		65294	[マスター:忍者] 分身 回避時反撃70%	物理攻撃を回避した時、70%の確率で物理反撃をする	baseChancePercent=70				70	min	effectType=reaction;param.action=counterAttack;param.damageType=physical;param.target=attacker;param.trigger=selfEvadePhysical;value.chancePercent=70		reaction-default	standard
job	master.ninja.deathblow	criticalChancePercentMaxDelta			65295	[マスター:忍者] 必殺 必殺率上限+35	必殺率の上限が0増加する	additive=35				35	min	effectType=criticalChancePercentMaxDelta;value.deltaPercent=35			auto
job	master.lord.command	damageDealtPercent	damageType=physical;target=party		65303	[マスター:君主] 指揮 味方全体攻撃+15%	物理攻撃で与えるダメージが15%増加する	valuePercent=15				15	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=15			auto
job	master.lord.rally	attackCountAdditive	target=party		65304	[マスター:君主] 号令 味方攻撃回数+2	攻撃回数が2回増加する	additive=2				2	min	effectType=attackCountAdditive;value.additive=2			auto
job	master.lord.control	damageTakenPercent	damageType=all;target=party		65305	[マスター:君主] 統率 味方全体被ダメ-18%	物理攻撃で受けるダメージが18%軽減する	valuePercent=-18				18	min	effectType=damageTakenPercent;param.damageType=all;value.valuePercent=-18			auto
job	master.royalline.majesty	damageDealtPercent	damageType=physical;target=party		65313	[マスター:ロイヤルライン] 王威 味方物理+18%	物理攻撃で与えるダメージが18%増加する	valuePercent=18				18	min	effectType=damageDealtPercent;param.damageType=physical;value.valuePercent=18			auto
job	master.royalline.aura	statDebuff	stat=physicalAttackScore;target=enemy		65314	[マスター:ロイヤルライン] 威光 敵攻撃-15%	敵の物理攻撃力が15%減少する	valuePercent=-15				15	min	effectType=statDebuff;param.stat=physicalAttackScore;param.target=enemy;value.valuePercent=-15			manual
job	master.royalline.dominion	damageDealtPercent	damageType=all		65315	[マスター:ロイヤルライン] 覇道 全攻撃+25%	物理攻撃で与えるダメージが25%増加する	valuePercent=25				25	min	effectType=damageDealtPercent;param.damageType=all;value.valuePercent=25			auto
